Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	RefSeq	KEGG	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (cellular component)
Q7V294	Q7V294_PROMP	Conserved hypothetical	PMM0589	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	1314	PMM0589		WP_011132223.1	pmm:PMM0589;	protein secretion [GO:0009306]		membrane [GO:0016020]
Q7V295	Q7V295_PROMP	DUF3290 domain-containing protein	PMM0588	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	147	PMM0588		WP_011132222.1	pmm:PMM0588;			membrane [GO:0016020]
Q7V296	Q7V296_PROMP	Conserved hypothetical	PMM0587	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	135	PMM0587		WP_011132221.1	pmm:PMM0587;		ATP binding [GO:0005524]	
Q7V297	Q7V297_PROMP	Conserved hypothetical	PMM0586	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	88	PMM0586		WP_011132220.1	pmm:PMM0586;			
Q7V298	Q7V298_PROMP	PepX_C domain-containing protein	PMM0585	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	525	PMM0585		WP_011132219.1	pmm:PMM0585;		dipeptidyl-peptidase activity [GO:0008239]	
Q7V2A1	Q7V2A1_PROMP	Epimerase domain-containing protein	PMM0582	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	327	PMM0582		WP_011132216.1	pmm:PMM0582;			
Q7V2A2	Q7V2A2_PROMP	Plastocyanin	petE PMM0581	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	116	PMM0581		WP_011132215.1	pmm:PMM0581;		copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]	membrane [GO:0016020]; thylakoid [GO:0009579]
Q7V2A5	Q7V2A5_PROMP	"Putative type II alternative sigma factor, sigma70 family"	PMM0577	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	307	PMM0577		WP_011132211.1	pmm:PMM0577;	DNA-templated transcription initiation [GO:0006352]	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	
Q7V2A6	Q7V2A6_PROMP	DUF1232 domain-containing protein	PMM0576	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	124	PMM0576		WP_011132210.1	pmm:PMM0576;			membrane [GO:0016020]
Q7V2A7	Q7V2A7_PROMP	Conserved hypothetical	PMM0575	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106	PMM0575		WP_011132209.1	pmm:PMM0575;		DNA binding [GO:0003677]	
Q7V2A8	Q7V2A8_PROMP	YCII domain-containing protein	PMM0574	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	90	PMM0574			pmm:PMM0574;			
Q7V2A9	Q7V2A9_PROMP	SpoVT-AbrB domain-containing protein	PMM0573	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	91	PMM0573			pmm:PMM0573;		DNA binding [GO:0003677]	
Q7V2B0	Q7V2B0_PROMP	DUF3198 domain-containing protein	PMM0571	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106	PMM0571		WP_011132205.1	pmm:PMM0571;			membrane [GO:0016020]
Q7V2B3	Q7V2B3_PROMP	Putative CaCA family sodium/calcium exchanger	PMM0568	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	359	PMM0568		WP_011132202.1	pmm:PMM0568;	transmembrane transport [GO:0055085]		membrane [GO:0016020]
Q7V2B5	Q7V2B5_PROMP	GST N-terminal domain-containing protein	PMM0566	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	412	PMM0566		WP_011132200.1	pmm:PMM0566;		glutathione transferase activity [GO:0004364]	
Q7V2B6	Q7V2B6_PROMP	Glycosyltransferase	PMM0564	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	202	PMM0564		WP_011132198.1	pmm:PMM0564;			
Q7V2B7	Q7V2B7_PROMP	Glyco_trans_2-like domain-containing protein	PMM0563	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	227	PMM0563		WP_011132197.1	pmm:PMM0563;			
Q7V2B8	Q7V2B8_PROMP	Possible acetyltransferase	PMM0562	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	176	PMM0562		WP_011132196.1	pmm:PMM0562;		N-acetyltransferase activity [GO:0008080]	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]
Q7V2B9	Q7V2B9_PROMP	Putative multidrug efflux ABC transporter	PMM0561	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	598	PMM0561		WP_011132195.1	pmm:PMM0561;		ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	membrane [GO:0016020]
Q7V2C2	Q7V2C2_PROMP	Endoribonuclease L-PSP	PMM0558	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	130	PMM0558		WP_011132192.1	pmm:PMM0558;			
Q7V2C3	Q7V2C3_PROMP	Conserved hypothetical	PMM0557	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	75	PMM0557		WP_011132191.1	pmm:PMM0557;			
Q7V2C4	Q7V2C4_PROMP	4a-hydroxytetrahydrobiopterin dehydratase	PMM0556	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	79	PMM0556		WP_011132190.1	pmm:PMM0556;	tetrahydrobiopterin biosynthetic process [GO:0006729]	4-alpha-hydroxytetrahydrobiopterin dehydratase activity [GO:0008124]	
Q7V2D2	Q7V2D2_PROMP	HAM1 family protein	PMM0548	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	195	PMM0548			pmm:PMM0548;	nucleoside triphosphate catabolic process [GO:0009143]	nucleoside triphosphate diphosphatase activity [GO:0047429]	
Q7V2D4	Q7V2D4_PROMP	Conserved hypothetical	PMM0546	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	122	PMM0546		WP_011132181.1	pmm:PMM0546;			
Q7V2D9	Q7V2D9_PROMP	Septum formation initiator	PMM0541	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	115	PMM0541			pmm:PMM0541;			membrane [GO:0016020]
Q7V2E1	Q7V2E1_PROMP	Biotin/lipoate A/B protein ligase family	PMM0539	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	223	PMM0539			pmm:PMM0539;	protein modification process [GO:0036211]	ligase activity [GO:0016874]	
Q7V2E2	Q7V2E2_PROMP	Peptidase_M50 domain-containing protein	PMM0538	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	408	PMM0538		WP_011132173.1	pmm:PMM0538;	proteolysis [GO:0006508]	metalloendopeptidase activity [GO:0004222]	membrane [GO:0016020]
Q7V2E5	Q7V2E5_PROMP	Putative short-chain dehydrogenase	PMM0535	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	235	PMM0535		WP_011132170.1	pmm:PMM0535;		oxidoreductase activity [GO:0016491]	
Q7V2E9	Q7V2E9_PROMP	Creatininase (EC 3.5.2.10)	PMM0531	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	265	PMM0531		WP_011132166.1	pmm:PMM0531;		creatininase activity [GO:0047789]; metal ion binding [GO:0046872]	
Q7V2F0	Q7V2F0_PROMP	"30S ribosomal protein S1 homolog B, putative Nbp1"	nbp1 rps1b rpsA2 PMM0530	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	405	PMM0530		WP_011132165.1	pmm:PMM0530;		nucleic acid binding [GO:0003676]	ribosome [GO:0005840]
Q7V2F1	Q7V2F1_PROMP	DUF1092 family protein	PMM0529	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	301	PMM0529		WP_011132164.1	pmm:PMM0529;		RNA binding [GO:0003723]	
Q7V2F3	Q7V2F3_PROMP	SPOR domain-containing protein	PMM0527	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	117	PMM0527		WP_011132162.1	pmm:PMM0527;			
Q7V2F6	Q7V2F6_PROMP	Phage integrase family	PMM0524	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	389	PMM0524		WP_011132159.1	pmm:PMM0524;	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA binding [GO:0003677]	
Q7V2F7	Q7V2F7_PROMP	Possible cob(I)alamin adenosyltransferase (EC 2.5.1.17)	cobO PMM0523	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	231	PMM0523		WP_011132158.1	pmm:PMM0523;	cobalamin biosynthetic process [GO:0009236]	"ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]"	
Q7V2G0	Q7V2G0_PROMP	NAD binding site	PMM0520	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	377	PMM0520		WP_011132155.1	pmm:PMM0520;		"FAD binding [GO:0071949]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]"	
Q7V2G2	Q7V2G2_PROMP	Putative peptidoglycan synthetase (Pbp transpeptidase domain)	ftsI PMM0518	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	583	PMM0518		WP_011132153.1	pmm:PMM0518;		penicillin binding [GO:0008658]	membrane [GO:0016020]
Q7V2G3	Q7V2G3_PROMP	Uncharacterized protein	PMM0517	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	143	PMM0517		WP_011132152.1	pmm:PMM0517;			membrane [GO:0016020]
Q7V2G4	Q7V2G4_PROMP	Possible membrane associated protease	PMM0516	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	452	PMM0516		WP_011132151.1	pmm:PMM0516;	CAAX-box protein processing [GO:0071586]	metalloendopeptidase activity [GO:0004222]	membrane [GO:0016020]
Q7V2G5	Q7V2G5_PROMP	Possible alpha-ribazole-5'-P phosphatase	cobC PMM0515	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	442	PMM0515		WP_011132150.1	pmm:PMM0515;		catalytic activity [GO:0003824]	
Q7V2G6	Q7V2G6_PROMP	Putative dihydroorotase (EC 3.5.2.3)	PMM0514	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	417	PMM0514		WP_011132149.1	pmm:PMM0514;	pyrimidine nucleotide biosynthetic process [GO:0006221]	dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]	
Q7V2G8	Q7V2G8_PROMP	Putative arsenate reductase	PMM0512	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	122	PMM0512			pmm:PMM0512;			
Q7V2H2	Q7V2H2_PROMP	Possible carbohydrate kinase	PMM0505	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	338	PMM0505		WP_011132140.1	pmm:PMM0505;	phosphorylation [GO:0016310]	"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]"	
Q7V2H3	Q7V2H3_PROMP	CutA1 divalent ion tolerance protein	PMM0504	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	108	PMM0504		WP_011132139.1	pmm:PMM0504;	response to metal ion [GO:0010038]		
Q7V2H4	Q7V2H4_PROMP	Possible precorrin-6X reductase (EC 1.3.1.54)	PMM0503	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	269	PMM0503	PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis. {ECO:0000256|ARBA:ARBA00004953}.	WP_011132138.1	pmm:PMM0503;	cobalamin biosynthetic process [GO:0009236]	precorrin-6A reductase activity [GO:0016994]	
Q7V2H5	Q7V2H5_PROMP	Single-stranded DNA-binding protein	PMM0502	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	149	PMM0502		WP_011132137.1	pmm:PMM0502;		single-stranded DNA binding [GO:0003697]	
Q7V2H6	Q7V2H6_PROMP	Histidine kinase	PMM0501	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	60	PMM0501		WP_011132136.1	pmm:PMM0501;			
Q7V2H7	Q7V2H7_PROMP	DUF2854 domain-containing protein	PMM0500	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	176	PMM0500		WP_011132135.1	pmm:PMM0500;			membrane [GO:0016020]
Q7V2H8	Q7V2H8_PROMP	DUF3153 domain-containing protein	PMM0498	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	368	PMM0498		WP_011132133.1	pmm:PMM0498;			membrane [GO:0016020]
Q7V2I4	Q7V2I4_PROMP	YjbQ family protein	PMM0492	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	161	PMM0492		WP_011132127.1	pmm:PMM0492;			
Q7V2I6	Q7V2I6_PROMP	CobW C-terminal domain-containing protein	PMM0490	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	364	PMM0490		WP_011132125.1	pmm:PMM0490;			
Q7V2I7	Q7V2I7_PROMP	Putative iron ABC transporter	"futB,hitB PMM0489"	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	531	PMM0489			pmm:PMM0489;	transmembrane transport [GO:0055085]		plasma membrane [GO:0005886]
Q7V2I8	Q7V2I8_PROMP	Flippase-like domain-containing protein	PMM0488	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	314	PMM0488		WP_011132123.1	pmm:PMM0488;			plasma membrane [GO:0005886]
Q7V2I9	Q7V2I9_PROMP	Nickel insertion protein	PMM0487	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	407	PMM0487		WP_011132122.1	pmm:PMM0487;			
Q7V2J0	Q7V2J0_PROMP	DUF4198 domain-containing protein	PMM0486	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	199	PMM0486		WP_011132121.1	pmm:PMM0486;			
Q7V2J1	Q7V2J1_PROMP	Secreted protein	PMM0485	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	98	PMM0485		WP_011132120.1	pmm:PMM0485;			
Q7V2J2	Q7V2J2_PROMP	Exodeoxyribonuclease III (EC 3.1.11.2)	xthA PMM0484	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	281	PMM0484		WP_011132119.1	pmm:PMM0484;	DNA repair [GO:0006281]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; exodeoxyribonuclease III activity [GO:0008853]	
Q7V2J4	Q7V2J4_PROMP	Band 7 protein	phb PMM0482	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	268	PMM0482		WP_011132117.1	pmm:PMM0482;			membrane [GO:0016020]
Q7V2J5	Y481_PROMP	UPF0234 protein PMM0481	PMM0481	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	165	PMM0481		WP_011132116.1	pmm:PMM0481;			
Q7V2J6	Q7V2J6_PROMP	DNA recombination-mediator protein A	PMM0480	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	170	PMM0480		WP_011132115.1	pmm:PMM0480;		S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	
Q7V2J7	Q7V2J7_PROMP	DRTGG domain-containing protein	PMM0479	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	369	PMM0479		WP_011132114.1	pmm:PMM0479;			
Q7V2J8	Q7V2J8_PROMP	Epimerase domain-containing protein	PMM0478	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	237	PMM0478		WP_011132113.1	pmm:PMM0478;			
Q7V2K0	Q7V2K0_PROMP	PepSY domain-containing protein	PMM0476	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	102	PMM0476		WP_011132111.1	pmm:PMM0476;			membrane [GO:0016020]
Q7V2K2	Q7V2K2_PROMP	Prochlorococcus/marine Synechococcus Hyper-Conserved Protein (PSHCP)	PMM0474	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	62	PMM0474		WP_006043540.1	pmm:PMM0474;			
Q7V2K4	Q7V2K4_PROMP	"Putative Na+/H+ antiporter, CPA1 family"	PMM0472	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	399	PMM0472		WP_011132108.1	pmm:PMM0472;		solute:proton antiporter activity [GO:0015299]	membrane [GO:0016020]
Q7V2K5	Q7V2K5_PROMP	Possible high light inducible protein	hli20 PMM0471	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	60	PMM0471		WP_011132107.1	pmm:PMM0471;			membrane [GO:0016020]
Q7V2L0	Q7V2L0_PROMP	Possible secreted protein MPB70	PMM0466	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	566	PMM0466		WP_011132102.1	pmm:PMM0466;			
Q7V2L1	Q7V2L1_PROMP	Type IV conjugative transfer system protein TraL	PMM0465	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	86	PMM0465		WP_011132101.1	pmm:PMM0465;			membrane [GO:0016020]
Q7V2L3	Q7V2L3_PROMP	DUF3067 domain-containing protein	PMM0463	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	105	PMM0463		WP_011132099.1	pmm:PMM0463;			
Q7V2L7	Q7V2L7_PROMP	HTH cro/C1-type domain-containing protein	PMM0458	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	163	PMM0458		WP_011132094.1	pmm:PMM0458;		DNA binding [GO:0003677]	membrane [GO:0016020]
Q7V2L8	Q7V2L8_PROMP	Putative exopolyphosphatase (EC 3.6.1.11)	ppx PMM0457	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	532	PMM0457		WP_011132093.1	pmm:PMM0457;		exopolyphosphatase activity [GO:0004309]	
Q7V2M0	Q7V2M0_PROMP	LD-carboxypeptidase	PMM0455	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	290	PMM0455		WP_011132091.1	pmm:PMM0455;		hydrolase activity [GO:0016787]	
Q7V2M4	Q7V2M4_PROMP	Possible Arenavirus glycoprotein	PMM0451	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	170	PMM0451		WP_011132087.1	pmm:PMM0451;			
Q7V2M5	Q7V2M5_PROMP	Transport permease protein	PMM0450	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	274	PMM0450		WP_011132086.1	pmm:PMM0450;		ABC-type transporter activity [GO:0140359]	ATP-binding cassette (ABC) transporter complex [GO:0043190]
Q7V2M6	Q7V2M6_PROMP	Putative multidrug efflux ABC transporter	PMM0449	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	338	PMM0449		WP_011132085.1	pmm:PMM0449;		ATP binding [GO:0005524]	
Q7V2M8	Q7V2M8_PROMP	Heme A synthase	PMM0447	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	311	PMM0447			pmm:PMM0447;	heme A biosynthetic process [GO:0006784]	"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]"	membrane [GO:0016020]
Q7V2N2	Q7V2N2_PROMP	AbrB family transciptional regulator	PMM0443	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	117	PMM0443		WP_011132079.1	pmm:PMM0443;			
Q7V2N3	Q7V2N3_PROMP	Aldo/keto reductase family	PMM0441	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	381	PMM0441		WP_011132077.1	pmm:PMM0441;		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	
Q7V2N4	Q7V2N4_PROMP	Periplasmic binding protein-like II	PMM0440	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	330	PMM0440		WP_011132076.1	pmm:PMM0440;			
Q7V2N5	Q7V2N5_PROMP	DUF2232 domain-containing protein	PMM0438	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	212	PMM0438		WP_011132074.1	pmm:PMM0438;			membrane [GO:0016020]
Q7V2N6	Q7V2N6_PROMP	Lipoprotein	PMM0437	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	194	PMM0437		WP_011132073.1	pmm:PMM0437;			
Q7V2N9	Q7V2N9_PROMP	"Possible ABC transporter, ATP binding protein"	PMM0434	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	228	PMM0434		WP_011132070.1	pmm:PMM0434;		ATP binding [GO:0005524]	
Q7V2P0	Q7V2P0_PROMP	DUF721 domain-containing protein	PMM0432	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	144	PMM0432			pmm:PMM0432;			
Q7V2P3	Q7V2P3_PROMP	DUF2862 domain-containing protein	PMM0429	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	76	PMM0429		WP_011132065.1	pmm:PMM0429;			
Q7V2P4	Q7V2P4_PROMP	Chlorophyll synthase 33 kD subunit	chlG PMM0428	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	315	PMM0428		WP_011132064.1	pmm:PMM0428;	chlorophyll biosynthetic process [GO:0015995]	chlorophyll synthetase activity [GO:0046408]	membrane [GO:0016020]
Q7V2P7	Q7V2P7_PROMP	FAD_binding_7 domain-containing protein	PMM0425	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	496	PMM0425		WP_011132061.1	pmm:PMM0425;			
Q7V2P8	Q7V2P8_PROMP	TIGR03643 family protein	PMM0424	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	78	PMM0424		WP_011132060.1	pmm:PMM0424;			
Q7V2P9	Q7V2P9_PROMP	DUF393 domain-containing protein	PMM0423	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	130	PMM0423		WP_011132059.1	pmm:PMM0423;		protein-disulfide reductase activity [GO:0015035]	
Q7V2Q0	Q7V2Q0_PROMP	"Putative ABC transporter, oligopeptides"	PMM0421	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	277	PMM0421			pmm:PMM0421;	transmembrane transport [GO:0055085]		plasma membrane [GO:0005886]
Q7V2Q3	Q7V2Q3_PROMP	NifU-like protein	PMM0418	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	81	PMM0418		WP_011132054.1	pmm:PMM0418;	iron-sulfur cluster assembly [GO:0016226]	iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]	
Q7V2Q4	Q7V2Q4_PROMP	Ovule protein	PMM0417	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	86	PMM0417		WP_011132053.1	pmm:PMM0417;			membrane [GO:0016020]
Q7V2Q5	Q7V2Q5_PROMP	Methyltranfer_dom domain-containing protein	PMM0416	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	264	PMM0416		WP_011132052.1	pmm:PMM0416;			
Q7V2Q6	Q7V2Q6_PROMP	Putative L-cysteine/cystine lyase	PMM0415	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	393	PMM0415		WP_011132051.1	pmm:PMM0415;		lyase activity [GO:0016829]	
Q7V2Q7	Q7V2Q7_PROMP	Putative short chain dehydrogenase	PMM0414	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	234	PMM0414		WP_011132050.1	pmm:PMM0414;			
Q7V2Q9	Q7V2Q9_PROMP	Glutaredoxin family protein	PMM0412	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	100	PMM0412		WP_011132048.1	pmm:PMM0412;			
Q7V2R0	YIDD_PROMP	Putative membrane protein insertion efficiency factor	PMM0411	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	78	PMM0411		WP_011132047.1	pmm:PMM0411;			plasma membrane [GO:0005886]
Q7V2R5	Q7V2R5_PROMP	Uncharacterized protein	PMM0404	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	103	PMM0404		WP_011132040.1	pmm:PMM0404;			
Q7V2R6	Q7V2R6_PROMP	YlqD protein	PMM0403	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	148	PMM0403		WP_011132039.1	pmm:PMM0403;			
